"","Place","Name","Time","School","Class"
"1",1,"Jared Lutmer","15:15.42","Pierre T.F. Riggs","M"
"2",2,"Grady Loos","15:31.98","Rapid City Stevens","M"
"3",3,"Peyton Cast","15:36.40","Douglas","M"
"4",4,"Mikah Peters","15:43.70","Brandon Valley","M"
"5",5,"Miles Lechtenberg","15:48.08","Sioux Falls Lincoln","M"
"6",6,"Cole Reilly","15:56.51","SF Washington","M"
"7",7,"Ty Petrocco","15:57.25","Sturgis Brown","M"
"8",8,"Quinn Bruch","15:58.02","Sturgis Brown","M"
"9",9,"Caleb Morris","16:06.78","Pierre T.F. Riggs","M"
"10",10,"Joseph Levesque","16:06.87","Sioux Falls Lincoln","M"
"11",11,"Ernest Ting","16:08.57","Brookings","M"
"12",12,"Jack Castelli","16:10.24","O'Gorman","M"
"13",13,"Miles Brekhus","16:11.64","Rapid City Stevens","M"
"14",14,"Dylan Payer","16:13.05","Yankton","M"
"15",15,"Blake Maas","16:13.20","SF Roosevelt","M"
"16",16,"Wyatt Balliew","16:19.79","Douglas","M"
"17",17,"Ty Sullivan","16:19.98","Watertown","M"
"18",18,"Tate Van Beek","16:22.62","Rapid City Stevens","M"
"19",19,"Dominic Ripperda","16:22.88","O'Gorman","M"
"20",20,"Casey Nauta","16:23.48","Spearfish","M"
"21",21,"Joseph Perkins","16:23.95","Aberdeen Central","M"
"22",22,"Bailen Hayford","16:24.17","Rapid City Central","M"
"23",23,"Hunter Patton","16:24.33","Mitchell","M"
"24",24,"Jonathan Kahler","16:28.33","Brookings","M"
"25",25,"Dane Stark","16:28.53","Watertown","M"
"26",26,"Abram Chance","16:28.64","Yankton","M"
"27",27,"Griffin Smith","16:29.35","Harrisburg","M"
"28",28,"Ty Ferguson","16:31.45","Sturgis Brown","M"
"29",29,"Nathan Thompson","16:32.62","Sioux Falls Lincoln","M"
"30",30,"Kieran Weigelt","16:33.00","SF Jefferson","M"
"31",31,"Harrison Krajewski","16:34.36","Yankton","M"
"32",32,"Evan Mahrous","16:35.03","O'Gorman","M"
"33",33,"Aemil Nelsen","16:36.15","Sioux Falls Lincoln","M"
"34",34,"Igen Nyawanda","16:38.89","Brookings","M"
"35",35,"Paul Kern","16:40.60","Brandon Valley","M"
"36",36,"Griffin Miller","16:41.87","SF Washington","M"
"37",37,"Carson Urlacher","16:43.07","Aberdeen Central","M"
"38",38,"Tyrus Needles","16:44.37","Sioux Falls Lincoln","M"
"39",39,"David VanVeen","16:46.48","Aberdeen Central","M"
"40",40,"Morgan Papenfuss","16:47.12","Sturgis Brown","M"
"41",41,"Marcus Fleming","16:51.50","SF Roosevelt","M"
"42",42,"Emran Anbesse","16:53.02","SF Washington","M"
"43",43,"Tate DeVries","16:53.38","Aberdeen Central","M"
"44",44,"Caleb Roberts","16:54.43","Rapid City Central","M"
"45",45,"Haeden Wheelhouse","16:56.84","Pierre T.F. Riggs","M"
"46",46,"Taylor Colunga","17:02.76","Sturgis Brown","M"
"47",47,"John Achter","17:02.87","Rapid City Stevens","M"
"48",48,"Yadriel Munoz","17:05.49","Rapid City Central","M"
"49",49,"Eli Woidyla","17:06.10","Brandon Valley","M"
"50",50,"Asher Selness","17:06.95","Brandon Valley","M"
"51",51,"Thomas Anglin","17:08.86","Spearfish","M"
"52",52,"Alex Trouba","17:09.10","SF Roosevelt","M"
"53",53,"Jack Errea","17:09.23","Rapid City Central","M"
"54",54,"Sam Schultz","17:10.46","Aberdeen Central","M"
"55",55,"Nathan Arens","17:10.69","SF Roosevelt","M"
"56",56,"Christian Wells","17:11.01","Aberdeen Central","M"
"57",57,"Esten Foss","17:13.31","Aberdeen Central","M"
"58",58,"Aaron Letner","17:14.83","Rapid City Stevens","M"
"59",59,"Jacob York","17:15.15","Brookings","M"
"60",60,"Camden Coughlin","17:18.22","Brandon Valley","M"
"61",61,"Andrew Sanchez","17:22.90","SF Roosevelt","M"
"62",62,"Ian Rounds","17:24.91","Pierre T.F. Riggs","M"
"63",63,"Seth Borchers","17:25.61","SF Jefferson","M"
"64",64,"Easton Klatt","17:27.83","Harrisburg","M"
"65",65,"Jackson Boltjes","17:29.36","SF Washington","M"
"66",66,"Bayley Steiner","17:29.70","Watertown","M"
"67",67,"Cole Schellpfeffer","17:29.95","Sioux Falls Lincoln","M"
"68",68,"Torin Jackson","17:35.41","Rapid City Stevens","M"
"69",69,"Shane Harming","17:37.20","Brookings","M"
"70",70,"Nayati Ringing Shield","17:37.29","Sioux Falls Lincoln","M"
"71",71,"Riley Williams","17:37.33","SF Washington","M"
"72",72,"Jaylen Palmer","17:38.05","SF Jefferson","M"
"73",73,"Layke Roberdeau","17:40.02","Spearfish","M"
"74",74,"Ethan Brenden","17:41.45","Yankton","M"
"75",75,"Jack Wagoner","17:42.33","SF Jefferson","M"
"76",76,"Floyd Korzan","17:43.13","Mitchell","M"
"77",77,"Kellar Sjomeling","17:44.33","SF Jefferson","M"
"78",78,"Evan Miller","17:45.07","Harrisburg","M"
"79",79,"Logan Becker","17:46.95","Watertown","M"
"80",80,"Preston Davis","17:49.37","Spearfish","M"
"81",81,"Gavin Chiaroni","17:49.97","Douglas","M"
"82",82,"Jayden Brandt","17:51.53","Pierre T.F. Riggs","M"
"83",83,"Magnus Kleinschmidt","17:51.70","Rapid City Stevens","M"
"84",84,"Weston Carlson","17:51.81","Spearfish","M"
"85",85,"Mason Ward-Zeller","17:54.03","Pierre T.F. Riggs","M"
"86",86,"Ben Parsons","17:54.67","SF Washington","M"
"87",87,"Eric Errea","17:55.29","Rapid City Central","M"
"88",88,"Jovan Weigel","17:57.34","Spearfish","M"
"89",89,"Luke Jacobson","17:57.81","Yankton","M"
"90",90,"Ben Peterson","17:58.11","Watertown","M"
"91",91,"Tucker Lunde","17:59.69","Watertown","M"
"92",92,"Trevor Knox","18:00.02","SF Roosevelt","M"
"93",93,"Marco Springman","18:00.69","Brookings","M"
"94",94,"Brekken Biteler","18:01.08","SF Washington","M"
"95",95,"Aidan Hermsen","18:01.17","Rapid City Central","M"
"96",96,"James Heinz","18:01.74","Harrisburg","M"
"97",97,"Isaiah Norton","18:05.82","Watertown","M"
"98",98,"Peyton Kallstrom","18:06.34","Douglas","M"
"99",99,"Ashton Bierema","18:08.28","O'Gorman","M"
"100",100,"Ryley McKeown","18:08.90","Brandon Valley","M"
"101",101,"Bergen Irey","18:09.69","Brandon Valley","M"
"102",102,"Cash Daigle","18:10.99","Sturgis Brown","M"
"103",103,"Ryan McKeown","18:11.71","Harrisburg","M"
"104",104,"Trevin Lounsbury","18:14.08","Brookings","M"
"105",105,"Will Sorenson","18:17.94","O'Gorman","M"
"106",106,"Bennie Olsen","18:19.83","Douglas","M"
