,Place,Name,Time,School,Class
1,1,Jeffery Boxchee,18:36,Sanborn Central/Woonsocket,M
2,2,Jimmy Burma,19:02,SBA,M
3,3,Edwyn Reyes,19:04,Wolsey-Wessington,M
4,4,Brooks McPeak,19:06,Highmore-Harrold,M
5,5,Trey Thieman,19:13,SBA,M
6,6,Jordan Erfman,19:39,Highmore-Harrold,M
7,7,Carson Stephenson,20:09,Highmore-Harrold,M
8,8,Josia Wiebe,20:12,Hitchcock-Tulare,M
9,9,Joel Olson,20:18,JVC,M
10,10,Sam Baruth,20:34,Sanborn Central/Woonsocket,M
11,11,Grant Timm,20:51,Wolsey-Wessington,M
12,12,Isaac Van Scharrel,20:57,Hitchcock-Tulare,M
13,13,AJ Wienk,21:03,Iroquois/Lake Preston,M
14,14,Ranick Fjerstad,21:12,Wessington Springs,M
15,15,Owan Watson,21:14,SBA,M
16,16,Aidan Ferens,21:16,Highmore-Harrold,M
17,17,Nathan Enninga,22:01,Iroquois/Lake Preston,M
18,18,Carter Hitchcock,22:09,Sanborn Central/Woonsocket,M
19,19,Josh Wilken,22:15,SBA,M
20,20,Mathias Lindgren,28:59,Sanborn Central/Woonsocket,M
