"","Place","Name","Time","School","Class"
"1",1,"Dylan Gerdes","18:01.84","Madison","M"
"2",2,"Landen Johnson","18:25.21","Deubrook Area","M"
"3",3,"Alex Langner","18:38.23","Baltic","M"
"4",4,"Kyle Gronewold","18:53.66","Baltic","M"
"5",5,"Camden Tebay","19:06.58","DR St. Marys","M"
"6",6,"Kaden Christian","19:09.55","Canistota","M"
"7",7,"Jonah Uilk","19:21.75","Swmch-Ehs","M"
"8",8,"Brenton Westberry","19:23.96","Flandreau","M"
"9",9,"Colton Trooien","19:26.75","Deubrook Area","M"
"10",10,"Matthew Gassman","19:28.15","Flandreau","M"
"11",11,"Henry Meyer","19:31.72","Madison","M"
"12",12,"Genio White Hawk","19:40.01","Flandreau Indian","M"
"13",13,"Daniel Swenson","19:51.54","Chester","M"
"14",14,"Nathan Hasleton","19:53.53","Madison","M"
"15",15,"Daniel Aldridge","19:54.45","Madison","M"
"16",16,"Rylan Day","19:58.95","Flandreau Indian","M"
"17",17,"Lance Kaufmann","20:08.83","Arlington","M"
"18",18,"Nathaniel Hobbie","20:11.74","Flandreau","M"
"19",19,"Wyatt Kontz","20:12.96","Flandreau","M"
"20",20,"Jordan Uilk","20:19.05","Swmch-Ehs","M"
"21",21,"Riley Miller","20:19.32","Arlington","M"
"22",22,"Eli Gullickson","20:21.34","Dell Rapids","M"
"23",23,"Jace Heumiller","20:24.05","McCook Centr","M"
"24",24,"Logan Kontz","20:27.22","Flandreau","M"
"25",25,"Caedmon Bressler","20:28.63","Elkton-Lake Benton","M"
"26",26,"Teagin Gacke","20:38.43","Tri-Valley","M"
"27",27,"Jack Wilde","20:51.68","Baltic","M"
"28",28,"Matthew Heinemann","20:58.93","DR St. Marys","M"
"29",29,"Otto Uberty","21:00.30","McCook Centr","M"
"30",30,"Alex Heinemann","21:10.69","Dell Rapids","M"
"31",31,"Kai Thompson","21:20.63","Madison","M"
"32",32,"Chase Henriksen","21:30.20","Arlington","M"
"33",33,"Lanz Dailey","21:43.15","Flandreau","M"
"34",34,"Dorian Kaufman","21:45.14","Arlington","M"
"35",35,"Garrett Wilkison","21:54.72","Baltic","M"
"36",36,"Chase Steurwald","22:01.26","Madison","M"
"37",37,"Paul Kaffar","22:07.97","McCook Centr","M"
"38",38,"Eli Van Iperen","22:16.42","Swmch-Ehs","M"
"39",39,"Shae Fiala","22:16.62","Baltic","M"
"40",40,"Kenton James","22:44.32","Flandreau","M"
"41",41,"Zayd Anderson","23:01.23","Oldham-Ramon","M"
"42",42,"Colby Burns","23:51.86","Arlington","M"
"43",43,"Zachary Grochow","23:59.86","Dell Rapids","M"
"44",44,"Caleb Vogel","24:19.41","McCook Centr","M"
"45",45,"Tyce Ryan","24:22.90","Colman-Egan","M"
"46",46,"Antone Krempges","24:26.25","McCook Centr","M"
"47",47,"Cody Heinz","24:31.66","McCook Centr","M"
"48",48,"Braxton Jones","24:34.51","Elkton-Lake Benton","M"
