,Place,Name,Time,School,Class
1,1,Nathan Melius,17:46.15,Northwestern,M
2,2,Landen Johnson,18:07.41,Deubrook Area,M
3,3,Milo Sumption,18:07.94,Frederick Area,M
4,4,Xavier Kadlec,18:25.12,Ipswich,M
5,5,Korbin Stark,18:34.22,Faulkton Area,M
6,6,Mason Kaiser,18:36.28,Faulkton Area,M
7,7,Jaxon Quail,18:49.91,Deubrook Area,M
8,8,Aaron Blachford,18:54.56,Northwestern,M
9,9,Howard Sumption,18:56.18,Frederick Area,M
10,10,Josh Thorson,19:03.75,Northwestern,M
11,11,Austin Jenkins,19:08.91,Leola,M
12,12,Ty Boekelheide,19:09.41,Northwestern,M
13,13,Beckham Cantalope,19:15.47,Warner,M
14,14,Josiah Wiebe,19:16.62,Hitchcock-Tulare,M
15,15,Charlie Olsen,19:20.59,Deubrook Area,M
16,16,Winston Clark,19:24.56,Frederick Area,M
17,17,Colton Trooien,19:30.41,Deubrook Area,M
18,18,Kaden Ober,19:30.75,James Valley Christian,M
19,19,Titus Kippley,19:36.18,Frederick Area,M
20,20,Nolan Eidson,19:53.84,Castlewood,M
21,21,Tyrus Schulz,20:03.03,Deubrook Area,M
22,22,Joseph Richards,20:15.03,Aberdeen Christian,M
23,23,Logan Niederbaumer,20:18.72,Faulkton Area,M
24,24,Giddeon Waldner,20:28.09,James Valley Christian,M
25,25,Ethan Wald,20:38.18,Ipswich,M
26,26,Kalen Godel,20:56.59,Langford Area,M
27,27,Isaac Van Scharrel,20:57.41,Hitchcock-Tulare,M
28,28,Joel Olson,20:59.41,James Valley Christian,M
29,29,Kaiden Weinreis,21:15.75,Hitchcock-Tulare,M
30,30,Tyler Gellhaus,21:24.56,Ipswich,M
31,31,Levi Crandall,21:28.78,James Valley Christian,M
32,32,Elijah Alvear,22:10.75,Aberdeen Christian,M
33,33,Rylan Evenson,22:23.53,Warner,M
34,34,Gavin Schneider,22:34.75,Hitchcock-Tulare,M
35,35,Joseph O'Brien,22:35.12,Britton-Hecla,M
36,36,Tye Pietz,22:37.22,Ipswich,M
37,37,Jace Bender,22:44.53,Leola,M
38,38,Cole Noon,23:06.50,Faulkton Area,M
39,39,Tate Bray,23:10.81,Faulkton Area,M
40,40,Kypton Eidson,23:51.38,Castlewood,M
41,41,Tommy Mullen,24:09.97,Castlewood,M
42,42,Paxton Johnson,25:30.25,Warner,M
43,43,Kadyn Weisser,26:47.28,Ipswich,M
