"","Place","Name","Time","School","Class"
"1",1,"Peyton VanDeest","18:27.30","Spearfish","F"
"2",2,"Abby Cutler","19:03.61","Hill City","F"
"3",3,"Kori Keil","19:22.41","Spearfish","F"
"4",4,"Kira Ubence","19:55.71","Douglas","F"
"5",5,"Rarity Cournoyer","20:03.90","Red Cloud","F"
"6",6,"Madie Donovan","20:09.66","Spearfish","F"
"7",7,"Aurora Evans","20:11.15","Douglas","F"
"8",8,"Sierra Sandford","20:12.61","Spearfish","F"
"9",9,"Brit Wheeler","20:13.79","Custer","F"
"10",10,"Keelin Dinkins","20:15.18","Sturgis Brown","F"
"11",11,"Brooke Thayer-Burke","20:20.65","Hill City","F"
"12",12,"Aspen Veneklasen","20:26.94","Hill City","F"
"13",13,"Lucy Hamer","20:29.56","Sturgis Brown","F"
"14",14,"Emilie Reedy","20:31.41","Sturgis Brown","F"
"15",15,"Paige Willnerd","20:37.88","Sturgis Brown","F"
"16",16,"Lia Mundt","20:41.54","Belle Fourche","F"
"17",17,"Hallie Person","20:42.07","Lead-Deadwood","F"
"18",18,"Taylor Harrelson","20:45.99","RC Christian","F"
"19",19,"Auna Taglioli","20:56.03","Spearfish","F"
"20",20,"Carlie DeBoer","20:57.88","Hot Springs","F"
"21",21,"Fallon Dinkins","21:01.33","Sturgis Brown","F"
"22",22,"Misty Drieling","21:05.90","Belle Fourche","F"
"23",23,"Sierra Swanson","21:15.20","Custer","F"
"24",24,"Jaelyn Peters","21:28.45","Hill City","F"
"25",25,"Shaine Weishaar","21:35.90","Belle Fourche","F"
"26",26,"Ava Allen","21:37.59","Belle Fourche","F"
"27",27,"Rhys Pearson","21:39.26","Belle Fourche","F"
"28",28,"Ellie Palmer","21:44.76","St. Thomas More","F"
"29",29,"Ella Schirber","21:59.10","St. Thomas More","F"
"30",30,"Hailey Woodward","22:04.42","Custer","F"
"31",31,"Maria Eisenbraun","22:07.10","Spearfish","F"
"32",32,"Mattea Marshall","22:11.16","Custer","F"
"33",33,"Claire Hannah","22:13.84","Lead-Deadwood","F"
"34",34,"Monica Moran","22:15.09","St. Thomas More","F"
"35",35,"Kelsey Stiefel","22:23.87","Custer","F"
"36",36,"Hadley Walker","22:31.03","Hill City","F"
"37",37,"Makenzi Ham","22:38.64","Custer","F"
"38",38,"Shelby Westinghouse","22:45.44","Hot Springs","F"
"39",39,"Paiton Flick","22:55.75","Hill City","F"
"40",40,"Kaelyn LeFors","23:20.75","Douglas","F"
"41",41,"Erin Harms","23:27.55","Douglas","F"
"42",42,"Lainey Loeffler","23:36.27","Douglas","F"
"43",43,"Allison Hayes","24:06.49","Belle Fourche","F"
"44",44,"Brianna McCrae","24:15.87","Douglas","F"
"45",45,"Nevada McMahon","24:16.81","Lead-Deadwood","F"
"46",46,"Ella Schleiffarth","24:48.07","St. Thomas More","F"
"47",47,"Amelia Three Fingers","25:12.93","Red Cloud","F"
"48",48,"Lauren Dow","25:37.92","RC Christian","F"
"49",49,"Hannah Pawleski","25:42.55","St. Thomas More","F"
"50",50,"Katherine O'Neal","26:09.99","RC Christian","F"
"51",51,"Karina Novonty","26:40.44","Hot Springs","F"
"52",52,"Hilary Lane","32:14.75","Hot Springs","F"
