"Place","Name","School","Time","Grade"
1,"Mia Kadi","","Sioux Falls Lincoln","19:25.76"
2,"Bella Dittmer","","Sioux Falls Roosevelt","19:51.86"
3,"Marissa Bouwman","","Sioux Falls Washington","20:12.19"
4,"Brielle Jenkins","","Sioux Falls Lincoln","20:25.90"
5,"Emmeline Murray","","Sioux Falls Lincoln","20:26.11"
6,"Adeline Thompson","","Sioux Falls Lincoln","20:50.71"
7,"McKinley Glanville","","Sioux Falls Lincoln","20:52.31"
8,"Lily Wagner","","Sioux Falls Roosevelt","20:58.14"
9,"Reagan Ostransky","","Sioux Falls Lincoln","20:59.41"
10,"Anna Spanos","","Sioux Falls Lincoln","21:00.50"
11,"Ruby Bouwman","","Sioux Falls Lincoln","21:01.54"
12,"Hailey Mollner","","Sioux Falls Jefferson","21:11.08"
13,"Rylie Rothenberger","","Sioux Falls Washington","21:34.65"
14,"Ella Bartz","","Sioux Falls Lincoln","21:52.26"
15,"Daniella Van Zee","","Sioux Falls Roosevelt","21:59.66"
16,"Siri Knutson","","Sioux Falls Washington","22:01.91"
17,"Kaylor Nekl","","Sioux Falls Lincoln","22:11.28"
18,"Melanie Herman","","Sioux Falls Lincoln","22:28.77"
19,"Leah Yerdon","","Sioux Falls Lincoln","22:28.82"
20,"Ryan Tibbetts","","Sioux Falls Lincoln","22:38.34"
21,"Monroe Miller","","Sioux Falls Lincoln","22:49.82"
22,"Kylie Gosch","","Sioux Falls Roosevelt","23:02.24"
23,"Maggie Miller","","Sioux Falls Lincoln","23:06.61"
24,"Bergen Bumann","","Sioux Falls Washington","23:15.22"
25,"Gabby DeVries","","Sioux Falls Washington","23:30.96"
26,"Emma Lindaman","","Sioux Falls Lincoln","24:50.20"
27,"Annalise Riter","","Sioux Falls Lincoln","24:52.37"
28,"Lucy DeVries","","Sioux Falls Washington","24:55.26"
29,"Adelia Groher","","Sioux Falls Lincoln","25:22.82"
30,"Carson Ernster","","Sioux Falls Lincoln","25:45.00"
31,"Brynn Clementson","","Sioux Falls Lincoln","25:46.85"
32,"Lilyanna Wright","","Sioux Falls Washington","26:31.49"
33,"Caroline Huber","","Sioux Falls Lincoln","27:10.65"
34,"Samantha Moneke","","Sioux Falls Lincoln","27:18.09"
35,"Tara Engelson","","Sioux Falls Lincoln","27:24.76"
36,"Anastasia Kieffer","","Sioux Falls Washington","28:11.99"
37,"Jayde Baird","","Sioux Falls Jefferson","29:03.00"
38,"Maycie Knutson","","Sioux Falls Lincoln","29:11.45"
39,"Brynn Townsend","","Sioux Falls Lincoln","31:20.98"
40,"Emerson Kurkierewicz","","Sioux Falls Lincoln","31:49.77"
41,"Sienna DeKam","","Sioux Falls Lincoln","31:55.56"
42,"Keondra Wilson","","Sioux Falls Lincoln","33:13.44"
