"Place","Name","School","Time","Grade"
1,"Jeter Scoular","","Milbank","14:22.06"
2,"Liam Heller","","Milbank","14:56.77"
3,"Titus Hofinga","","Great Plains Lutheran","14:57.83"
4,"Carter Hinners","","Great Plains Lutheran","14:58.31"
5,"Franco Flores","","Milbank","15:38.10"
6,"Bennett Graham","","Milbank","15:47.27"
7,"Jonah Loll","","Tri-State","15:58.61"
8,"Beckham Berry","","Milbank","16:10.47"
9,"Jase Voss","","Webster Area","16:18.24"
10,"Grady Wagner","","Webster Area","16:25.32"
11,"William LaBerge","","Great Plains Lutheran","16:26.08"
12,"Luke Schaeffer","","Great Plains Lutheran","17:05.21"
13,"Tucker Steffens","","Tri-State","17:11.96"
14,"Gavin Hinners","","Great Plains Lutheran","17:35.88"
15,"Noah Costine","","Great Plains Lutheran","17:41.03"
16,"Alec Garrett","","Webster Area","17:41.52"
17,"Aidyn Cyrus","","Webster Area","18:26.60"
18,"Milo Schumacher","","Great Plains Lutheran","18:37.22"
19,"Raul Chavez","","Tri-State","18:57.85"
20,"Dayton Sando","","Tri-State","19:23.67"
21,"Hunter Sinner","","Webster Area","19:32.14"
22,"Marcus Kratz","","Great Plains Lutheran","19:49.36"
23,"Peyton Sichmeller","","Webster Area","19:51.20"
24,"Zander Hart","","Tri-State","20:08.57"
25,"Cobin Raguse","","Tri-State","20:16.15"
26,"Jaxon Nimmer","","Webster Area","22:23.32"
27,"Carsyn Grebner","","Waubay/Summit","23:24.01"
28,"Gavon Larson","","Webster Area","23:58.46"
