"Place","Name","School","Time","Grade"
1,"Faith Wiese","","Flandreau","18:21.04"
2,"Rorie Thoreson","","Dell Rapids","20:13.82"
3,"Grace Phillips","","Chamberlain","20:35.54"
4,"Calla Wiese","","Flandreau","21:47.41"
5,"Ava Schindler","","Chamberlain","22:02.26"
6,"Kiley Westberry","","Flandreau","22:09.77"
7,"Suri Schmidt","","Mount Vernon/Plankinton","22:15.31"
8,"Kylah Biggins","","Chamberlain","22:26.63"
9,"Sasha Van Den Bosch","","Chamberlain","22:29.52"
10,"Pria Martinell","","Tri-Valley","22:42.47"
11,"Annalisa Stake","","Centerville","22:57.50"
12,"Sadey Holt","","Baltic","23:08.31"
13,"Cami Wolles","","St. Mary's","23:17.27"
14,"Willow Isburg","","Chamberlain","23:18.59"
15,"Presley Houska","","Chamberlain","23:28.62"
16,"Liz Vogel","","Dell Rapids","23:37.58"
17,"Madyn Lacey","","Dell Rapids","23:40.92"
18,"Tenley LeBrun","","Flandreau","23:49.32"
19,"Jillian Schulte","","Parker/Marion","23:54.88"
20,"Addy Witte","","Dell Rapids","24:01.80"
21,"Lacey Easton","","Hanson","24:03.17"
22,"Brenna Bolte","","Parker/Marion","24:03.73"
23,"Paige Deuter","","St. Mary's","24:06.11"
24,"Gabbie Eichmann","","Canistota","24:09.92"
25,"Isabelle Lee","","Colman-Egan","24:34.47"
26,"Molly Engebretson","","Madison","24:52.25"
27,"Calista Sahr","","Madison","24:52.29"
28,"Jorja Weber","","McCook Central/Montrose","25:04.99"
29,"Alexis Roesler","","Wessington Springs","25:08.00"
30,"Allison Leber","","Canistota","25:16.41"
31,"Lou Schladweiler","","Madison","25:25.06"
32,"Lucy Vargas","","St. Mary's","25:33.46"
33,"Paige Mentele","","Howard","25:35.56"
34,"Grace Steffen","","Burke","25:47.91"
35,"Ella Kolousek","","Wessington Springs","25:49.37"
36,"Taylor Zeisler","","Burke","25:50.91"
37,"Jaylea Miller","","Parker/Marion","25:54.50"
38,"Tyler Gibson","","Tri-Valley","25:56.80"
39,"Taya Wettlaufer","","Howard","26:02.31"
40,"Aliza Addy","","Canistota","26:35.64"
41,"Samantha Troxell","","Madison","26:45.97"
42,"Claire Vogel","","McCook Central/Montrose","27:17.36"
43,"Masynn Mebius","","Wessington Springs","27:18.45"
44,"Maria Addy","","Canistota","27:50.50"
45,"Makenna Pryor","","Mount Vernon/Plankinton","27:57.56"
46,"Lily Schlueter","","Tri-Valley","28:24.32"
47,"Claire Rowley","","McCook Central/Montrose","28:40.61"
48,"Devrah Meyer","","Madison","28:48.46"
49,"Saige Lessman","","Parker/Marion","28:58.70"
